transaction_id,customer_id,transaction_date,transaction_time,amount,transaction_type,merchant,status,device_type,location
T00099,C0097,2024-03-20,23:33:58,56400.12,debit,Apple,success,mobile,Kolkata
T00100,C0037,2024-01-13,02:47:59,89673.43,debit,Ajio,failed,web,Jaipur
T00101,C0007,2024-04-15,14:32:35,49072.21,debit,Apple,success,web,Chennai
T00102,C0038,2024-01-09,10:06:23,44135.56,debit,Zomato,success,web,Hyderabad
T00103,C0034,2024-04-09,01:25:35,145749.21,credit,Myntra,success,tablet,Hyderabad
T00104,C0091,2024-04-23,05:37:49,177558.23,credit,BigBasket,success,web,Delhi
T00105,C0031,2024-04-16,10:40:36,145250.92,credit,Apple,success,web,Jaipur
T00106,C0026,2024-01-14,00:49:27,13077.47,credit,Flipkart,success,tablet,Chennai
T00107,C0030,2024-04-21,10:34:15,150989.45,debit,Apple,success,tablet,Mumbai
T00108,C0060,2024-03-08,02:57:50,137101.28,debit,Myntra,failed,mobile,Bangalore
T00109,C0024,2024-01-17,04:26:09,95543.33,debit,Reliance Digital,success,mobile,Mumbai
T00110,C0009,2024-03-19,16:26:16,71347.97,debit,Flipkart,success,web,Pune
T00111,C0078,2024-02-18,01:54:44,170008.64,credit,Flipkart,success,web,Chennai
T00112,C0047,2024-02-09,15:48:48,124396.29,credit,Uber,success,tablet,Chennai
T00113,C0042,2024-03-01,08:32:09,41828.74,credit,BigBasket,success,mobile,Kolkata
T00114,C0045,2024-02-19,16:23:30,80623.33,credit,Apple,success,tablet,Chennai
T00115,C0054,2024-04-11,03:17:08,140236.49,debit,BigBasket,success,tablet,Mumbai
T00116,C0078,2024-03-14,23:34:00,155742.05,credit,Myntra,success,mobile,Delhi
T00117,C0072,2024-03-09,15:09:38,61590.84,credit,Flipkart,success,tablet,Chennai
T00118,C0030,2024-01-07,00:53:43,166757.9,credit,Apple,success,web,Kolkata
T00119,C0073,2024-02-11,11:41:38,113280.61,debit,Myntra,success,mobile,Kolkata
T00120,C0066,2024-03-29,23:29:08,93579.81,credit,Uber,success,web,Hyderabad
T00121,C0036,2024-04-10,10:45:28,29438.22,debit,Swiggy,failed,tablet,Delhi
T00122,C0050,2024-02-23,07:54:40,171695.33,credit,Swiggy,success,mobile,Jaipur
T00123,C0028,2024-04-19,05:55:21,135321.64,debit,Swiggy,success,tablet,Jaipur
T00124,C0042,2024-04-30,22:57:41,192426.34,debit,Swiggy,failed,mobile,Delhi
T00125,C0004,2024-01-10,02:35:28,158499.78,credit,Apple,success,tablet,Jaipur
T00126,C0046,2024-02-10,19:21:32,177927.6,credit,BigBasket,failed,tablet,Kolkata
T00127,C0035,2024-01-27,07:27:12,87557.04,debit,Apple,success,tablet,Bangalore
T00128,C0003,2024-03-08,03:49:03,83899.42,credit,Swiggy,success,mobile,Bangalore
T00129,C0021,2024-01-02,10:47:58,25528.3,credit,Swiggy,success,web,Hyderabad
T00130,C0054,2024-04-02,10:39:41,80219.92,debit,Myntra,success,mobile,Delhi
T00131,C0050,2024-02-01,10:40:04,162256.26,debit,Ajio,success,tablet,Mumbai
T00132,C0008,2024-02-05,17:31:36,20496.93,credit,Ajio,success,web,Mumbai
T00133,C0032,2024-01-27,11:42:38,63272.87,debit,BigBasket,success,tablet,Mumbai
T00134,C0019,2024-02-11,12:46:20,2436.63,credit,Apple,success,mobile,Hyderabad
T00135,C0073,2024-01-14,15:58:42,5423.47,credit,Zomato,success,tablet,Chennai
T00136,C0014,2024-02-09,01:13:24,80294.48,credit,Swiggy,success,mobile,Mumbai
T00137,C0073,2024-04-27,03:32:27,43529.67,credit,Swiggy,success,web,Chennai
T00138,C0085,2024-03-01,16:02:22,36444.72,credit,Uber,success,mobile,Jaipur
T00139,C0003,2024-02-13,20:39:23,43188.3,credit,Amazon,success,tablet,Mumbai
T00140,C0063,2024-03-07,17:33:00,24953.66,debit,BigBasket,success,web,Pune
T00141,C0006,2024-03-17,02:28:31,163924.46,debit,BigBasket,failed,web,Jaipur
T00142,C0049,2024-02-12,10:24:29,137518.49,credit,Flipkart,success,mobile,Mumbai
T00143,C0061,2024-04-28,02:42:48,168273.74,debit,Flipkart,success,tablet,Chennai
T00144,C0084,2024-01-15,12:05:58,112447.53,debit,Amazon,failed,mobile,Chennai
T00145,C0023,2024-03-26,01:18:43,99272.89,debit,Reliance Digital,success,tablet,Bangalore
T00146,C0095,2024-03-02,15:00:36,4676.47,credit,BigBasket,success,tablet,Bangalore
T00147,C0038,2024-02-24,01:11:05,13184.99,credit,Flipkart,success,web,Pune
T00148,C0082,2024-03-18,11:51:51,66391.0,credit,Flipkart,success,mobile,Mumbai
T00149,C0093,2024-02-28,12:37:23,164995.93,debit,BigBasket,success,web,Chennai
T00150,C0068,2024-04-04,08:39:45,64257.62,credit,Zomato,success,mobile,Mumbai
T00151,C0027,2024-01-10,08:33:50,64036.49,credit,Myntra,success,mobile,Pune
T00152,C0055,2024-02-21,07:40:26,147892.19,debit,BigBasket,success,web,Jaipur
T00153,C0066,2024-02-09,06:21:29,34570.5,credit,Myntra,success,web,Hyderabad
T00154,C0034,2024-01-10,23:57:35,114157.71,debit,Uber,success,web,Hyderabad
T00155,C0047,2024-01-21,14:40:55,156791.59,debit,Swiggy,success,web,Mumbai
T00156,C0035,2024-04-15,19:42:19,17952.35,debit,Myntra,success,web,Kolkata
T00157,C0005,2024-02-01,17:04:39,49670.82,debit,Apple,success,web,Pune
T00158,C0067,2024-04-21,23:34:42,166176.75,credit,Myntra,success,web,Mumbai
T00159,C0099,2024-03-05,16:36:22,50197.56,debit,Swiggy,success,mobile,Chennai
T00160,C0021,2024-02-05,09:16:03,139753.23,debit,Zomato,success,tablet,Kolkata
T00161,C0011,2024-03-12,06:30:33,80199.38,credit,Ajio,success,web,Bangalore
T00162,C0002,2024-01-23,16:11:13,148125.51,credit,Flipkart,success,tablet,Delhi
T00163,C0046,2024-01-11,11:18:45,191383.22,debit,Flipkart,success,web,Kolkata
T00164,C0008,2024-02-10,15:54:36,149507.71,debit,Ajio,success,web,Delhi
T00165,C0072,2024-04-13,03:16:59,66556.08,credit,Zomato,success,web,Mumbai
T00166,C0008,2024-01-24,05:04:28,137637.01,credit,Ajio,success,mobile,Mumbai
T00167,C0014,2024-01-22,00:38:28,194779.77,credit,Reliance Digital,success,web,Chennai
T00168,C0098,2024-02-17,02:44:51,139892.42,credit,Zomato,success,tablet,Hyderabad
T00169,C0030,2024-04-12,01:50:42,181063.81,debit,Amazon,success,mobile,Chennai
T00170,C0005,2024-01-30,03:58:39,170600.83,credit,Myntra,success,tablet,Jaipur
T00171,C0018,2024-03-18,02:35:12,130471.78,credit,Zomato,success,tablet,Jaipur
T00172,C0064,2024-04-17,13:17:34,33727.82,credit,Uber,failed,mobile,Delhi
T00173,C0060,2024-01-15,20:45:29,81647.11,debit,BigBasket,failed,web,Chennai
T00174,C0020,2024-02-11,10:42:58,46686.39,debit,Myntra,success,tablet,Jaipur
T00175,C0070,2024-04-20,17:07:54,175573.21,debit,Zomato,success,tablet,Bangalore
T00176,C0010,2024-03-22,09:31:58,159310.14,credit,Swiggy,success,mobile,Hyderabad
T00177,C0030,2024-03-26,19:31:18,120999.32,debit,Myntra,success,web,Chennai
T00178,C0096,2024-01-23,09:19:46,52377.6,debit,Ajio,success,mobile,Mumbai
T00179,C0085,2024-04-13,10:34:11,55125.49,credit,Apple,success,mobile,Kolkata
T00180,C0079,2024-01-26,04:28:14,31078.38,debit,Uber,success,web,Pune
T00181,C0047,2024-01-05,06:05:40,52640.37,credit,Uber,success,tablet,Kolkata
T00182,C0084,2024-03-31,19:05:24,106292.71,debit,Flipkart,success,tablet,Bangalore
T00183,C0057,2024-01-30,12:07:20,14977.61,debit,Amazon,success,web,Jaipur
T00184,C0086,2024-03-13,22:20:14,16984.89,debit,Reliance Digital,success,tablet,Mumbai
T00185,C0004,2024-01-05,09:52:38,3532.12,credit,Reliance Digital,failed,web,Hyderabad
T00186,C0083,2024-01-19,07:43:48,54630.56,debit,Amazon,success,mobile,Mumbai
T00187,C0008,2024-04-25,03:12:39,779.19,credit,Apple,failed,web,Jaipur
T00188,C0013,2024-01-14,19:57:53,187840.49,credit,Flipkart,failed,web,Hyderabad
T00189,C0008,2024-02-01,09:56:01,25041.79,credit,Myntra,success,web,Jaipur
T00190,C0060,2024-02-10,21:52:15,102403.04,debit,Apple,success,web,Kolkata
T00191,C0003,2024-03-24,14:56:45,64030.59,debit,Reliance Digital,success,tablet,Pune
T00192,C0038,2024-01-21,18:34:20,43814.82,credit,Reliance Digital,success,tablet,Jaipur
T00193,C0041,2024-04-15,15:16:12,193190.4,credit,Uber,success,tablet,Mumbai
T00194,C0033,2024-03-22,05:29:27,115428.97,debit,Reliance Digital,success,tablet,Bangalore
T00195,C0031,2024-03-07,17:30:48,55863.94,debit,Amazon,success,tablet,Kolkata
T00196,C0090,2024-02-25,11:27:20,18573.78,credit,Swiggy,success,mobile,Pune
T00197,C0019,2024-01-14,16:22:24,141177.02,credit,Flipkart,success,mobile,Delhi
T00198,C0028,2024-04-08,13:44:26,148355.1,credit,Zomato,success,web,Bangalore
T00199,C0038,2024-03-28,10:41:54,16934.22,credit,Amazon,failed,web,Delhi
T00200,C0028,2024-03-04,18:56:33,111078.54,debit,Amazon,failed,mobile,Jaipur
T00201,C0052,2024-01-22,19:06:08,58798.98,credit,BigBasket,success,mobile,Hyderabad
T00202,C0001,2024-01-01,03:52:35,128883.57,credit,BigBasket,success,tablet,Bangalore
T00203,C0017,2024-03-31,00:35:50,74109.1,debit,Amazon,failed,tablet,Kolkata
T00204,C0078,2024-03-08,04:10:45,21241.86,credit,Amazon,success,mobile,Mumbai
T00205,C0094,2024-02-25,21:45:10,49239.14,debit,Ajio,success,mobile,Kolkata
T00206,C0069,2024-01-16,02:59:27,18264.55,credit,Reliance Digital,failed,web,Jaipur
T00207,C0072,2024-01-19,19:00:04,63950.61,credit,Myntra,success,mobile,Bangalore
T00208,C0064,2024-01-16,23:34:51,84356.68,debit,Uber,success,mobile,Delhi
T00209,C0026,2024-04-17,03:40:13,87660.46,credit,Zomato,success,mobile,Pune
T00210,C0091,2024-01-05,15:26:24,134728.23,debit,Zomato,success,tablet,Kolkata
T00211,C0091,2024-02-08,23:27:49,13774.84,debit,Reliance Digital,success,web,Jaipur
T00212,C0017,2024-04-22,20:32:16,137236.13,credit,Amazon,failed,tablet,Chennai
T00213,C0043,2024-02-16,22:00:18,161887.83,debit,Zomato,success,tablet,Pune
T00214,C0069,2024-04-25,09:05:06,184446.28,credit,Zomato,success,web,Delhi
T00215,C0001,2024-01-07,02:32:13,32413.87,debit,Myntra,success,tablet,Mumbai
T00216,C0038,2024-01-19,21:11:48,54703.07,credit,Reliance Digital,success,tablet,Bangalore
T00217,C0064,2024-01-24,10:57:39,46083.9,debit,Uber,success,web,Jaipur
T00218,C0023,2024-01-23,13:36:02,109784.93,debit,BigBasket,success,tablet,Pune
T00219,C0025,2024-02-16,13:27:54,177221.87,debit,Amazon,success,tablet,Mumbai
T00220,C0035,2024-01-19,04:43:51,22566.72,debit,Ajio,success,tablet,Kolkata
T00221,C0020,2024-02-17,08:02:30,156287.87,credit,Amazon,failed,tablet,Bangalore
T00222,C0049,2024-01-23,01:33:17,6609.28,debit,Amazon,success,tablet,Pune
T00223,C0024,2024-04-24,10:48:51,146955.31,credit,BigBasket,success,tablet,Kolkata
T00224,C0099,2024-04-03,14:45:02,47434.19,debit,Apple,success,web,Pune
T00225,C0005,2024-01-13,05:38:23,15391.74,debit,Zomato,success,mobile,Jaipur
T00226,C0041,2024-01-24,06:13:56,172507.2,credit,Swiggy,success,mobile,Pune
T00227,C0010,2024-04-13,04:36:23,109498.02,credit,Zomato,success,mobile,Mumbai
T00228,C0086,2024-01-25,00:22:35,137342.23,debit,Flipkart,failed,tablet,Chennai
T00229,C0032,2024-03-02,02:39:55,191832.87,credit,Flipkart,success,tablet,Mumbai
T00230,C0038,2024-03-26,13:14:51,37494.79,debit,Myntra,success,web,Hyderabad
T00231,C0024,2024-01-27,09:32:30,22445.93,credit,Ajio,success,mobile,Mumbai
T00232,C0029,2024-04-13,06:48:27,109556.32,credit,Zomato,success,tablet,Pune
T00233,C0050,2024-01-14,02:18:02,46306.83,debit,Swiggy,success,tablet,Bangalore
T00234,C0051,2024-02-23,03:36:22,184655.88,credit,BigBasket,success,tablet,Jaipur
T00235,C0064,2024-02-08,12:19:46,185905.96,credit,Amazon,success,tablet,Jaipur
T00236,C0066,2024-04-20,08:13:47,136887.62,credit,Apple,success,tablet,Pune
T00237,C0016,2024-02-24,10:01:59,150212.45,credit,Uber,success,mobile,Bangalore
T00238,C0054,2024-02-06,07:51:55,109839.31,debit,BigBasket,success,tablet,Jaipur
T00239,C0061,2024-04-25,13:41:06,23205.14,debit,BigBasket,success,web,Kolkata
T00240,C0078,2024-02-22,13:50:08,27877.25,credit,Ajio,success,mobile,Jaipur
T00241,C0044,2024-01-28,06:44:02,2893.98,credit,Ajio,success,tablet,Hyderabad
T00242,C0063,2024-01-30,06:51:39,31199.59,debit,Myntra,success,web,Hyderabad
T00243,C0063,2024-01-05,03:58:23,172198.48,credit,Zomato,success,tablet,Mumbai
T00244,C0049,2024-02-19,00:39:51,183628.43,credit,Reliance Digital,failed,mobile,Chennai
T00245,C0072,2024-01-21,17:33:57,173086.52,debit,Zomato,success,tablet,Delhi
T00246,C0025,2024-02-24,13:15:18,24131.09,credit,Flipkart,success,mobile,Delhi
T00247,C0098,2024-04-21,02:31:03,62433.71,debit,Reliance Digital,success,mobile,Bangalore
T00248,C0043,2024-01-04,17:28:54,140679.47,credit,Apple,failed,mobile,Delhi
T00249,C0088,2024-01-16,03:43:55,174059.71,credit,Swiggy,success,tablet,Kolkata
T00250,C0095,2024-04-15,02:57:05,152286.05,credit,Zomato,success,tablet,Hyderabad
T00251,C0092,2024-01-04,23:03:51,99436.37,debit,Uber,success,mobile,Delhi
T00252,C0004,2024-04-11,22:03:39,82649.55,credit,Flipkart,success,web,Kolkata
T00253,C0071,2024-04-28,14:40:33,78044.28,credit,Swiggy,success,mobile,Mumbai
T00254,C0003,2024-01-19,10:53:00,35855.04,credit,Zomato,success,web,Hyderabad
T00255,C0009,2024-01-17,00:52:21,144781.54,credit,Apple,failed,mobile,Chennai
T00256,C0043,2024-03-15,22:50:13,83399.65,credit,Zomato,success,tablet,Jaipur
T00257,C0071,2024-04-30,12:45:06,48824.37,debit,Zomato,success,tablet,Hyderabad
T00258,C0083,2024-04-22,21:14:16,59355.86,credit,Ajio,success,mobile,Jaipur
T00259,C0066,2024-01-04,06:06:25,91026.19,credit,Apple,success,web,Chennai
T00260,C0074,2024-02-19,03:31:57,162029.32,credit,Zomato,success,web,Delhi
T00261,C0088,2024-03-13,02:56:29,146547.56,debit,BigBasket,success,web,Chennai
T00262,C0001,2024-01-13,08:56:13,94877.45,credit,Ajio,success,web,Mumbai
T00263,C0083,2024-01-02,13:30:54,142902.74,credit,Reliance Digital,success,mobile,Hyderabad
T00264,C0050,2024-03-04,10:05:23,192415.18,debit,Apple,success,web,Kolkata
T00265,C0039,2024-02-14,22:52:53,106793.13,debit,Ajio,failed,web,Chennai
T00266,C0041,2024-03-01,15:44:32,62888.02,credit,Zomato,failed,tablet,Pune
T00267,C0061,2024-04-20,01:15:01,59277.81,credit,Apple,success,web,Mumbai
T00268,C0087,2024-04-11,23:17:52,66975.79,credit,BigBasket,failed,mobile,Jaipur
T00269,C0024,2024-01-07,11:28:08,170824.79,credit,BigBasket,success,web,Hyderabad
T00270,C0064,2024-01-26,21:06:43,170583.16,credit,Uber,failed,tablet,Delhi
T00271,C0075,2024-01-14,08:27:35,14428.23,debit,BigBasket,success,mobile,Kolkata
T00272,C0050,2024-03-20,23:42:42,165465.87,debit,Swiggy,success,mobile,Jaipur
T00273,C0069,2024-04-25,08:41:18,176494.49,credit,Flipkart,success,tablet,Jaipur
T00274,C0069,2024-01-01,06:39:47,148132.93,credit,Swiggy,success,web,Chennai
T00275,C0040,2024-02-13,03:14:01,83299.61,credit,Uber,success,web,Delhi
T00276,C0014,2024-04-09,20:31:17,192317.94,debit,Apple,success,mobile,Pune
T00277,C0091,2024-03-17,18:30:43,138484.0,debit,Uber,success,web,Hyderabad
T00278,C0038,2024-04-18,11:42:18,119290.7,credit,Zomato,success,mobile,Pune
T00279,C0071,2024-02-08,01:03:40,54679.23,debit,Zomato,success,mobile,Bangalore
T00280,C0014,2024-02-25,09:29:46,90829.38,credit,Flipkart,failed,tablet,Kolkata
T00281,C0010,2024-02-29,06:46:26,8001.97,credit,Ajio,success,web,Bangalore
T00282,C0079,2024-01-01,02:31:33,94319.0,debit,Uber,failed,mobile,Pune
T00283,C0056,2024-04-22,01:00:35,11359.12,debit,Ajio,success,mobile,Bangalore
T00284,C0092,2024-03-23,09:09:22,99841.42,debit,Flipkart,success,web,Hyderabad
T00285,C0043,2024-02-09,17:22:34,102626.98,debit,Ajio,success,tablet,Delhi
T00286,C0009,2024-01-30,10:52:17,80716.76,credit,Amazon,success,mobile,Jaipur
T00287,C0049,2024-03-16,11:02:54,35464.46,debit,Uber,failed,mobile,Hyderabad
T00288,C0016,2024-04-09,05:51:12,99141.61,debit,Flipkart,success,mobile,Jaipur
T00289,C0015,2024-04-22,11:22:35,135797.16,debit,Amazon,success,mobile,Kolkata
T00290,C0013,2024-02-01,14:38:32,5350.76,debit,Uber,success,tablet,Chennai
T00291,C0076,2024-02-14,08:42:51,154612.97,debit,Uber,success,mobile,Kolkata
T00292,C0099,2024-04-10,23:59:20,36490.11,credit,Amazon,success,tablet,Chennai
T00293,C0096,2024-02-17,01:42:58,161.89,credit,Apple,success,web,Hyderabad
T00294,C0087,2024-03-23,07:11:07,20327.89,debit,Apple,success,tablet,Bangalore
T00295,C0043,2024-01-22,02:26:33,75119.83,credit,Myntra,success,mobile,Kolkata
T00296,C0019,2024-03-15,13:42:00,35645.74,debit,Swiggy,success,mobile,Mumbai
T00297,C0055,2024-04-03,13:50:56,162027.84,credit,Amazon,success,mobile,Jaipur
T00298,C0042,2024-01-28,12:08:16,198280.11,debit,Uber,failed,mobile,Hyderabad
T00299,C0007,2024-01-21,08:58:27,172394.48,credit,Amazon,success,mobile,Bangalore
T00300,C0100,2024-04-18,20:47:23,178848.58,debit,Uber,failed,web,Jaipur
T00301,C0072,2024-01-18,21:50:40,82569.35,credit,Myntra,failed,web,Kolkata
T00302,C0063,2024-04-15,04:57:41,122275.41,credit,Reliance Digital,success,tablet,Jaipur
T00303,C0063,2024-04-02,16:57:25,24769.98,debit,Zomato,success,web,Delhi
T00304,C0099,2024-01-31,00:35:57,76975.15,credit,Swiggy,success,mobile,Bangalore
T00305,C0018,2024-01-23,07:39:30,125513.49,credit,Myntra,success,web,Mumbai
